"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","POP","POParr"
"01435","Versonnex","01210","VERSONNEX","84","01",2157,2157
"01436","Vesancy","01170","VESANCY","84","01",527,527
"01437","Vescours","01560","VESCOURS","84","01",234,234
"01439","Vésines","01570","VESINES","84","01",99,99
"01441","Vieu-d'Izenave","01430","VIEU D IZENAVE","84","01",680,680
"01442","Vieu","01260","VIEU","84","01",374,374
"01443","Villars-les-Dombes","01330","VILLARS LES DOMBES","84","01",4449,4449
"01444","Villebois","01150","VILLEBOIS","84","01",1160,1160
"01445","Villemotier","01270","VILLEMOTIER","84","01",654,654
"01446","Villeneuve","01480","VILLENEUVE","84","01",1421,1421
"01447","Villereversure","01250","VILLEREVERSURE","84","01",1214,1214
"01448","Villes","01200","VILLES","84","01",351,351
"01449","Villette-sur-Ain","01320","VILLETTE SUR AIN","84","01",680.999999999999,680
"01450","Villieu-Loyes-Mollon","01800","VILLIEU LOYES MOLLON","84","01",3350,3350
"01451","Viriat","01440","VIRIAT","84","01",6258,6258
"01452","Virieu-le-Grand","01510","VIRIEU LE GRAND","84","01",1108,1108
"01453","Virieu-le-Petit","01260","VIRIEU LE PETIT","84","01",307,307
"01454","Virignin","01300","VIRIGNIN","84","01",997,997
"01456","Vongnes","01350","VONGNES","84","01",73.0000000000002,73
"01457","Vonnas","01540","VONNAS","84","01",2919,2919
"02001","Abbécourt","02300","ABBECOURT","32","02",525,525
"02002","Achery","02800","ACHERY","32","02",619.999999999998,619
"02003","Acy","02200","ACY","32","02",1016,1016
"02004","Agnicourt-et-Séchelles","02340","AGNICOURT ET SECHELLES","32","02",196.000000000001,196
"02005","Aguilcourt","02190","AGUILCOURT","32","02",394.999999999999,394
"02006","Aisonville-et-Bernoville","02110","AISONVILLE ET BERNOVILLE","32","02",265,265
"02007","Aizelles","02820","AIZELLES","32","02",115,115
"02008","Aizy-Jouy","02370","AIZY JOUY","32","02",304.000000000001,304
"02009","Alaincourt","02240","ALAINCOURT","32","02",529,529
"02010","Allemant","02320","ALLEMANT","32","02",173,173
"02011","Ambleny","02290","AMBLENY","32","02",1132,1132
"02012","Ambrief","02200","AMBRIEF","32","02",68,68
"02013","Amifontaine","02190","AMIFONTAINE","32","02",413.999999999999,413
"02014","Amigny-Rouy","02700","AMIGNY ROUY","32","02",742.000000000002,742
"02015","Ancienville","02600","ANCIENVILLE","32","02",80.0000000000001,80
"02016","Andelain","02800","ANDELAIN","32","02",208,208
"02017","Anguilcourt-le-Sart","02800","ANGUILCOURT LE SART","32","02",304,304
"02018","Anizy-le-Château","02320","ANIZY LE CHATEAU","32","02",1948,1948
"02019","Annois","02480","ANNOIS","32","02",385,385
"02020","Any-Martin-Rieux","02500","ANY MARTIN RIEUX","32","02",464.000000000001,464
"02021","Archon","02360","ARCHON","32","02",83,83
"02022","Arcy-Sainte-Restitue","02130","ARCY STE RESTITUE","32","02",408,408
"02023","Armentières-sur-Ourcq","02210","ARMENTIERES SUR OURCQ","32","02",108,108
"02024","Arrancy","02860","ARRANCY","32","02",53.9999999999999,53
"02025","Artemps","02480","ARTEMPS","32","02",362.000000000002,362
"02027","Assis-sur-Serre","02270","ASSIS SUR SERRE","32","02",248.999999999999,248
"02028","Athies-sous-Laon","02840","ATHIES SOUS LAON","32","02",2615.99999999999,2615
"02029","Attilly","02490","ATTILLY","32","02",375.000000000001,375
"02030","Aubencheul-aux-Bois","02420","AUBENCHEUL AUX BOIS","32","02",296,296
"02031","Aubenton","02500","AUBENTON","32","02",664,664
"02032","Aubigny-aux-Kaisnes","02590","AUBIGNY AUX KAISNES","32","02",240,240
"02033","Aubigny-en-Laonnois","02820","AUBIGNY EN LAONNOIS","32","02",108,108
"02034","Audignicourt","02300","AUDIGNICOURT","32","02",103,103
"02035","Audigny","02120","AUDIGNY","32","02",283,283
"02036","Augy","02220","AUGY","32","02",87.9999999999997,87
"02037","Aulnois-sous-Laon","02000","AULNOIS SOUS LAON","32","02",1398,1398
"02038","Les Autels","02360","LES AUTELS","32","02",74,74
"02039","Autremencourt","02250","AUTREMENCOURT","32","02",177,177
"02040","Autreppes","02580","AUTREPPES","32","02",177,177
"02041","Autreville","02300","AUTREVILLE","32","02",826.999999999997,826
"02042","Azy-sur-Marne","02400","AZY SUR MARNE","32","02",408.000000000001,408
"02043","Bagneux","02290","BAGNEUX","32","02",71,71
"02044","Bancigny","02140","BANCIGNY","32","02",29.0000000000001,29
"02046","Barenton-Bugny","02000","BARENTON BUGNY","32","02",556,556
"02047","Barenton-Cel","02000","BARENTON CEL","32","02",130,130
"02048","Barenton-sur-Serre","02270","BARENTON SUR SERRE","32","02",117,117
"02049","Barisis-aux-Bois","02700","BARISIS AUX BOIS","32","02",739,739
"02050","Barzy-en-Thiérache","02170","BARZY EN THIERACHE","32","02",314,314
"02051","Barzy-sur-Marne","02850","BARZY SUR MARNE","32","02",384.999999999998,384
"02052","Bassoles-Aulers","02380","BASSOLES AULERS","32","02",143,143
"02053","Baulne-en-Brie","02330","VALLEES EN CHAMPAGNE","32","02",259,259
"02054","Bazoches-sur-Vesles","02220","BAZOCHES SUR VESLES","32","02",469.000000000002,469
"02055","Beaumé","02500","BEAUME","32","02",99,99
"02056","Beaumont-en-Beine","02300","BEAUMONT EN BEINE","32","02",170,170
"02057","Beaurevoir","02110","BEAUREVOIR","32","02",1469,1469
"02058","Beaurieux","02160","BEAURIEUX","32","02",803,803
"02059","Beautor","02800","BEAUTOR","32","02",2692,2692
"02060","Beauvois-en-Vermandois","02590","BEAUVOIS EN VERMANDOIS","32","02",284,284
"02061","Becquigny","02110","BECQUIGNY","32","02",285.000000000001,285
"02062","Belleau","02400","BELLEAU","32","02",141,141
"02063","Bellenglise","02420","BELLENGLISE","32","02",382,382
"02064","Belleu","02200","BELLEU","32","02",3861,3861
"02065","Bellicourt","02420","BELLICOURT","32","02",634,634
"02066","Benay","02440","BENAY","32","02",212,212
"02067","Bergues-sur-Sambre","02450","BERGUES SUR SAMBRE","32","02",217.000000000001,217
"02068","Berlancourt","02250","BERLANCOURT","32","02",108,108
"02069","Berlise","02340","BERLISE","32","02",121,121
"02070","Bernot","02120","BERNOT","32","02",444.000000000002,444
"02071","Berny-Rivière","02290","BERNY RIVIERE","32","02",636.000000000001,636
"02072","Berrieux","02820","BERRIEUX","32","02",188,188
"02073","Berry-au-Bac","02190","BERRY AU BAC","32","02",592.000000000002,592
"02074","Bertaucourt-Epourdon","02800","BERTAUCOURT EPOURDON","32","02",615,615
"02075","Berthenicourt","02240","BERTHENICOURT","32","02",203,203
"02076","Bertricourt","02190","BERTRICOURT","32","02",175,175
"02077","Berzy-le-Sec","02200","BERZY LE SEC","32","02",401,401
"02078","Besmé","02300","BESME","32","02",155,155
"02079","Besmont","02500","BESMONT","32","02",161,161
"02080","Besny-et-Loizy","02870","BESNY ET LOIZY","32","02",364,364
"02081","Béthancourt-en-Vaux","02300","BETHANCOURT EN VAUX","32","02",490,490
"02082","Beugneux","02210","BEUGNEUX","32","02",110,110
"02083","Beuvardes","02130","BEUVARDES","32","02",719,719
"02084","Bézu-le-Guéry","02310","BEZU LE GUERY","32","02",262.000000000001,262
"02085","Bézu-Saint-Germain","02400","BEZU ST GERMAIN","32","02",1012,1012
"02086","Bichancourt","02300","BICHANCOURT","32","02",1068,1068
"02087","Bieuxy","02290","BIEUXY","32","02",30,30
"02088","Bièvres","02860","BIEVRES","32","02",67,67
"02089","Billy-sur-Aisne","02200","BILLY SUR AISNE","32","02",1143,1143
"02090","Billy-sur-Ourcq","02210","BILLY SUR OURCQ","32","02",214,214
"02091","Blanzy-lès-Fismes","02160","BLANZY LES FISMES","32","02",103,103
"02093","Blérancourt","02300","BLERANCOURT","32","02",1236,1236
"02094","Blesmes","02400","BLESMES","32","02",408,408
"02095","Bohain-en-Vermandois","02110","BOHAIN EN VERMANDOIS","32","02",5749.99999999998,5749
"02096","Bois-lès-Pargny","02270","BOIS LES PARGNY","32","02",193,193
"02097","Boncourt","02350","BONCOURT","32","02",259,259
"02098","Bonneil","02400","BONNEIL","32","02",383,383
"02099","Bonnesvalyn","02400","BONNESVALYN","32","02",243,243
"02100","Bony","02420","BONY","32","02",136,136
"02101","Bosmont-sur-Serre","02250","BOSMONT SUR SERRE","32","02",203,203
"02102","Bouconville-Vauclair","02860","BOUCONVILLE VAUCLAIR","32","02",207.000000000001,207
"02103","Boué","02450","BOUE","32","02",1277,1277
"02104","Bouffignereux","02160","BOUFFIGNEREUX","32","02",103,103
"02105","Bouresches","02400","BOURESCHES","32","02",201,201
"02106","Bourg-et-Comin","02160","BOURG ET COMIN","32","02",829.000000000002,829
"02107","Bourguignon-sous-Coucy","02300","BOURGUIGNON SOUS COUCY","32","02",101,101
"02108","Bourguignon-sous-Montbavin","02000","BOURGUIGNON SOUS MONTBAVIN","32","02",147,147
"02109","La Bouteille","02140","LA BOUTEILLE","32","02",495.999999999999,495
"02110","Braine","02220","BRAINE","32","02",2250,2250
"02111","Brancourt-en-Laonnois","02320","BRANCOURT EN LAONNOIS","32","02",706.000000000002,706
"02112","Brancourt-le-Grand","02110","BRANCOURT LE GRAND","32","02",609,609
"02114","Brasles","02400","BRASLES","32","02",1397,1397
"02115","Braye-en-Laonnois","02000","BRAYE EN LAONNOIS","32","02",223,223
"02116","Braye-en-Thiérache","02140","BRAYE EN THIERACHE","32","02",132,132
"02117","Bray-Saint-Christophe","02480","BRAY ST CHRISTOPHE","32","02",72,72
"02118","Braye","02880","BRAYE","32","02",118,118
"02119","Brécy","02210","BRECY","32","02",345,345
"02120","Brenelle","02220","BRENELLE","32","02",196,196
"02121","Breny","02210","BRENY","32","02",257,257
"02122","Brie","02870","BRIE","32","02",57.0000000000001,57
"02123","Brissay-Choigny","02240","BRISSAY CHOIGNY","32","02",295,295
"02124","Brissy-Hamégicourt","02240","BRISSY HAMEGICOURT","32","02",640,640
"02125","Brumetz","02810","BRUMETZ","32","02",219,219
"02126","Brunehamel","02360","BRUNEHAMEL","32","02",516,516
"02127","Bruyères-sur-Fère","02130","BRUYERES SUR FERE","32","02",194,194
"02128","Bruyères-et-Montbérault","02860","BRUYERES ET MONTBERAULT","32","02",1558,1558
"02129","Bruys","02220","BRUYS","32","02",20,20
"02130","Bucilly","02500","BUCILLY","32","02",184,184
"02131","Bucy-le-Long","02880","BUCY LE LONG","32","02",1911,1911
"02132","Bucy-lès-Cerny","02870","BUCY LES CERNY","32","02",207,207
"02133","Bucy-lès-Pierrepont","02350","BUCY LES PIERREPONT","32","02",424,424
"02134","Buire","02500","BUIRE","32","02",878,878
"02135","Buironfosse","02620","BUIRONFOSSE","32","02",1196,1196
"02136","Burelles","02140","BURELLES","32","02",132.999999999999,132
"02137","Bussiares","02810","BUSSIARES","32","02",125,125
"02138","Buzancy","02200","BUZANCY","32","02",190.000000000001,190
"02139","Caillouël-Crépigny","02300","CAILLOUEL CREPIGNY","32","02",431.999999999999,431
"02140","Camelin","02300","CAMELIN","32","02",452.999999999998,452
"02141","La Capelle","02260","LA CAPELLE","32","02",1827,1827
"02142","Castres","02680","CASTRES","32","02",241,241
"02143","Le Catelet","02420","LE CATELET","32","02",197.000000000001,197
"02144","Caulaincourt","02490","CAULAINCOURT","32","02",139,139
"02145","Caumont","02300","CAUMONT","32","02",569,569
"02146","Celles-lès-Condé","02330","CELLES LES CONDE","32","02",83,83
"02148","Celles-sur-Aisne","02370","CELLES SUR AISNE","32","02",260,260
"02149","Cerizy","02240","CERIZY","32","02",64,64
"02150","Cerny-en-Laonnois","02860","CERNY EN LAONNOIS","32","02",70.0000000000003,70
"02151","Cerny-lès-Bucy","02870","CERNY LES BUCY","32","02",110,110
"02152","Cerseuil","02220","CERSEUIL","32","02",91,91
"02153","Cessières","02320","CESSIERES","32","02",474,474
"02154","Chacrise","02200","CHACRISE","32","02",340,340
"02155","Chaillevois","02000","CHAILLEVOIS","32","02",179,179
"02156","Chalandry","02270","CHALANDRY","32","02",242,242
"02157","Chambry","02000","CHAMBRY","32","02",768,768
"02158","Chamouille","02860","CHAMOUILLE","32","02",280,280
"02159","Champs","02670","CHAMPS","32","02",286,286
"02160","Chaourse","02340","CHAOURSE","32","02",525,525
"02162","La Chapelle-sur-Chézy","02570","LA CHAPELLE SUR CHEZY","32","02",289,289
"02163","Charly-sur-Marne","02310","CHARLY SUR MARNE","32","02",2644,2644
"02164","Le Charmel","02850","LE CHARMEL","32","02",323.000000000001,323
"02165","Charmes","02800","CHARMES","32","02",1635,1635
"02166","Chartèves","02400","CHARTEVES","32","02",352.999999999999,352
"02167","Chassemy","02370","CHASSEMY","32","02",848,848
"02168","Château-Thierry","02400","CHATEAU THIERRY","32","02",14189,14189
"02169","Châtillon-lès-Sons","02270","CHATILLON LES SONS","32","02",89.0000000000003,89
"02170","Châtillon-sur-Oise","02240","CHATILLON SUR OISE","32","02",125,125
"02171","Chaudardes","02160","CHAUDARDES","32","02",88,88
"02172","Chaudun","02200","CHAUDUN","32","02",252,252
"02173","Chauny","02300","CHAUNY","32","02",11874,11874
"02174","Chavignon","02000","CHAVIGNON","32","02",797,797
"02175","Chavigny","02880","CHAVIGNY","32","02",138,138
"02176","Chavonne","02370","CHAVONNE","32","02",200,200
"02177","Chérêt","02860","CHERET","32","02",132,132
"02178","Chermizy-Ailles","02860","CHERMIZY AILLES","32","02",110,110
"02179","Chéry-Chartreuve","02220","CHERY CHARTREUVE","32","02",354,354
"02180","Chéry-lès-Pouilly","02000","CHERY LES POUILLY","32","02",689,689
"02181","Chéry-lès-Rozoy","02360","CHERY LES ROZOY","32","02",105,105
"02182","Chevennes","02250","CHEVENNES","32","02",140,140
"02183","Chevregny","02000","CHEVREGNY","32","02",196,196
"02184","Chevresis-Monceau","02270","CHEVRESIS MONCEAU","32","02",368,368
"02185","Chézy-en-Orxois","02810","CHEZY EN ORXOIS","32","02",391,391
"02186","Chézy-sur-Marne","02570","CHEZY SUR MARNE","32","02",1305,1305
"02187","Chierry","02400","CHIERRY","32","02",1049,1049
"02188","Chigny","02120","CHIGNY","32","02",140,140
"02189","Chivres-en-Laonnois","02350","CHIVRES EN LAONNOIS","32","02",381.000000000001,381
"02190","Chivres-Val","02880","CHIVRES VAL","32","02",583,583
"02191","Chivy-lès-Étouvelles","02000","CHIVY LES ETOUVELLES","32","02",496,496
"02192","Chouy","02210","CHOUY","32","02",384.999999999999,384
"02193","Cierges","02130","CIERGES","32","02",72,72
"02194","Cilly","02250","CILLY","32","02",220,220
"02195","Ciry-Salsogne","02220","CIRY SALSOGNE","32","02",897,897
"02196","Clacy-et-Thierret","02000","CLACY ET THIERRET","32","02",331,331
"02197","Clairfontaine","02260","CLAIRFONTAINE","32","02",558,558
"02198","Clamecy","02880","CLAMECY","32","02",222,222
"02199","Clastres","02440","CLASTRES","32","02",632,632
"02200","Clermont-les-Fermes","02340","CLERMONT LES FERMES","32","02",123,123
"02201","Coeuvres-et-Valsery","02600","COEUVRES ET VALSERY","32","02",466.999999999999,466
"02203","Coincy","02210","COINCY","32","02",1316,1316
"02204","Coingt","02360","COINGT","32","02",71.9999999999997,71
"02205","Colligis-Crandelain","02860","COLLIGIS CRANDELAIN","32","02",201,201
"02206","Colonfay","02120","COLONFAY","32","02",82.0000000000004,82
"02207","Commenchon","02300","COMMENCHON","32","02",208,208
"02208","Concevreux","02160","CONCEVREUX","32","02",273,273
"02209","Condé-en-Brie","02330","CONDE EN BRIE","32","02",650,650
"02210","Condé-sur-Aisne","02370","CONDE SUR AISNE","32","02",386,386
"02211","Condé-sur-Suippe","02190","CONDE SUR SUIPPE","32","02",216,216
"02212","Condren","02700","CONDREN","32","02",707,707
"02213","Connigis","02330","CONNIGIS","32","02",317.000000000001,317
"02214","Contescourt","02680","CONTESCOURT","32","02",64,64
"02215","Corbeny","02820","CORBENY","32","02",750,750
"02216","Corcy","02600","CORCY","32","02",318,318
"02217","Coucy-le-Château-Auffrique","02380","COUCY LE CHATEAU AUFFRIQUE","32","02",1052,1052
"02218","Coucy-lès-Eppes","02840","COUCY LES EPPES","32","02",608,608
"02219","Coucy-la-Ville","02380","COUCY LA VILLE","32","02",211,211
"02220","Coulonges-Cohan","02130","COULONGES COHAN","32","02",429,429
"02221","Coupru","02310","COUPRU","32","02",183.000000000001,183
"02222","Courbes","02800","COURBES","32","02",32,32
"02223","Courboin","02330","COURBOIN","32","02",302,302
"02224","Courcelles-sur-Vesle","02220","COURCELLES SUR VESLE","32","02",365,365
"02225","Courchamps","02810","COURCHAMPS","32","02",97.0000000000002,97
"02226","Courmelles","02200","COURMELLES","32","02",1781,1781
"02227","Courmont","02130","COURMONT","32","02",126,126
"02228","Courtemont-Varennes","02850","COURTEMONT VARENNES","32","02",289,289
"02229","Courtrizy-et-Fussigny","02820","COURTRIZY ET FUSSIGNY","32","02",63,63
"02230","Couvrelles","02220","COUVRELLES","32","02",192,192
"02231","Couvron-et-Aumencourt","02270","COUVRON ET AUMENCOURT","32","02",904,904
"02232","Coyolles","02600","COYOLLES","32","02",376.000000000001,376
"02233","Cramaille","02130","CRAMAILLE","32","02",130,130
"02234","Craonne","02160","CRAONNE","32","02",77,77
"02235","Craonnelle","02160","CRAONNELLE","32","02",111,111
"02236","Crécy-au-Mont","02380","CRECY AU MONT","32","02",321,321
"02237","Crécy-sur-Serre","02270","CRECY SUR SERRE","32","02",1485,1485
"02238","Crépy","02870","CREPY","32","02",1951,1951
"02239","Crézancy","02650","CREZANCY","32","02",1181,1181
"02240","Croix-Fonsomme","02110","CROIX FONSOMME","32","02",230,230
"02241","La Croix-sur-Ourcq","02210","LA CROIX SUR OURCQ","32","02",119,119
"02242","Crouttes-sur-Marne","02310","CROUTTES SUR MARNE","32","02",636,636
"02243","Crouy","02880","CROUY","32","02",2828.99999999999,2829
"02244","Crupilly","02120","CRUPILLY","32","02",77.9999999999997,77
"02245","Cuffies","02880","CUFFIES","32","02",1795.99999999999,1795
"02246","Cugny","02480","CUGNY","32","02",597,597
"02248","Cuirieux","02350","CUIRIEUX","32","02",161,161
"02249","Cuiry-Housse","02220","CUIRY HOUSSE","32","02",111,111
"02250","Cuiry-lès-Chaudardes","02160","CUIRY LES CHAUDARDES","32","02",75.9999999999998,75
"02251","Cuiry-lès-Iviers","02360","CUIRY LES IVIERS","32","02",32,32
"02252","Cuissy-et-Geny","02160","CUISSY ET GENY","32","02",59,59
"02253","Cuisy-en-Almont","02200","CUISY EN ALMONT","32","02",339,339
"02254","Cutry","02600","CUTRY","32","02",125,125
"02255","Cys-la-Commune","02220","CYS LA COMMUNE","32","02",147.999999999999,147
"02256","Dagny-Lambercy","02140","DAGNY LAMBERCY","32","02",134,134
"02257","Dallon","02680","DALLON","32","02",423,423
"02258","Dammard","02470","DAMMARD","32","02",401,401
"02259","Dampleux","02600","DAMPLEUX","32","02",409,409
"02260","Danizy","02800","DANIZY","32","02",591,591
"02261","Dercy","02270","DERCY","32","02",381,381
"02262","Deuillet","02700","DEUILLET","32","02",228.000000000001,228
"02263","Dhuizel","02220","DHUIZEL","32","02",115,115
"02264","Dizy-le-Gros","02340","DIZY LE GROS","32","02",771.000000000002,771
"02265","Dohis","02360","DOHIS","32","02",101,101
"02266","Dolignon","02360","DOLIGNON","32","02",52,52
"02267","Dommiers","02600","DOMMIERS","32","02",290,290
"02268","Domptin","02310","DOMPTIN","32","02",665,665
"02269","Dorengt","02450","DORENGT","32","02",157.000000000001,157
"02270","Douchy","02590","DOUCHY","32","02",153,153
"02271","Dravegny","02130","DRAVEGNY","32","02",149,149
"02272","Droizy","02210","DROIZY","32","02",70,70
"02273","Dury","02480","DURY","32","02",205,205
"02274","Ébouleau","02350","EBOULEAU","32","02",211,211
"02275","Effry","02500","EFFRY","32","02",339.000000000001,339
